C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
1422|HD 12543                           |*  |02 10 29.96161 +81 28 55.1525          |     ~| 7.15 | 6.97 |     ~|     ~|A3                   |  12 |   1
1423|HD 16458                           |Pe*|02 47 47.7322966372 +81 26 54.517420201|     ~| 7.091| 5.781|     ~|     ~|K1Ba5                | 150 |   0
1424|HD 18778                           |SB*|03 11 42.6706605241 +81 28 14.563068029|     ~| 6.069| 5.907|     ~|     ~|A7III-IV             |  77 |   0
1425|HD 17345                           |** |02 55 18.0297966372 +80 06 23.871301683|     ~| 7.38 | 7.33 |     ~|     ~|A0                   |   9 |   0
1426|HD 18438                           |*  |03 06 07.8391765913 +79 25 06.721309149|     ~| 7.05 | 5.49 |     ~|     ~|M2.5III              |  35 |   1
1427|HD 19978                           |PM*|03 20 19.7463193029 +77 44 05.124355408|     ~| 5.649| 5.444|     ~|     ~|A6V                  |  44 |   0
1428|HD 22828                           |*  |03 48 40.3594421496 +78 07 09.349774331|     ~| 7.078| 7.130|     ~|     ~|B8                   |   9 |   0
1429|HD 19597                           |*  |03 17 21.5819702250 +78 52 30.050963346|     ~| 6.99 | 6.75 |     ~|     ~|F0                   |   8 |   0
1430|HD 21970                           |*  |03 39 25.0829214407 +75 44 22.636705760|     ~| 7.235| 6.247|     ~|     ~|G9III-IV             |  15 |   0
1431|HD 26684                           |*  |04 21 19.6126944682 +76 06 21.983594969| 6.2  | 6.681| 6.741|     ~|     ~|B5                   |  24 |   0
1432|HD 26076                           |*  |04 13 44.8235666956 +72 07 34.138054322|     ~| 7.061| 6.037|     ~|     ~|K1III                |  21 |   0
1433|HD 25225                           |PM*|04 07 10.7781933714 +74 00 01.295829528| 8.310| 7.480| 6.490|     ~|     ~|K0                   |  18 |   0
1434|HD 25473                           |PM*|04 09 22.3277763430 +73 34 13.480437594|     ~| 7.28 | 6.75 |     ~|     ~|F5                   |  24 |   0
1435|HD 28204                           |SB*|04 33 30.6796164521 +72 31 42.985846438|     ~| 6.213| 5.928|     ~|     ~|A8m                  |  42 |   0
1436|HD 30085                           |*  |04 50 36.3896931140 +70 56 29.493855207|     ~| 6.268| 6.341|     ~|     ~|A0IV                 |  34 |   0
1437|HD 28779                           |*  |04 37 23.5610284237 +68 16 56.578182833|     ~| 7.41 | 7.40 |     ~|     ~|B8                   |   8 |   0
1438|HD 29949                           |PM*|04 48 19.5324092834 +67 45 47.888105982|     ~| 7.30 | 6.99 |     ~|     ~|F0                   |  11 |   0
1439|HD 31014                           |*  |04 57 47.5425706179 +67 46 33.940309239|     ~| 7.28 | 7.25 |     ~|     ~|B8                   |  10 |   0
1440|HD 32715                           |PM*|05 09 44.5055576574 +64 55 10.163068278| 6.750| 6.770|     ~| 6.1  |     ~|F3V:                 |  31 |   0
1441|* alf Cam                          |s*b|04 54 03.0103983 +66 20 33.636467      | 3.47 | 4.34 | 4.29 | 4.18 | 4.18 |O9Ia                 | 636 |   1
1442|HD 31675                           |PM*|05 02 50.4378677407 +66 49 22.703601944|     ~| 6.67 |     ~| 5.9  |     ~|F6V:                 |  36 |   0
1443|HD 30442                           |PM*|04 52 05.2198786142 +63 30 19.528785305|     ~| 6.969| 5.467|     ~|     ~|M2III                |  31 |   0
1444|HD 32893                           |SB*|05 10 42.6925091936 +63 35 49.988895511|     ~| 7.02 | 6.73 |     ~|     ~|F0                   |  16 |   0
1445|HD 32784                           |PM*|05 09 40.1992947758 +62 28 46.958242697|     ~| 6.876| 6.627|     ~|     ~|A5                   |  18 |   0
1446|* 14 Cam                           |*  |05 13 31.2444657241 +62 41 28.080560775|     ~| 6.678| 6.477|     ~|     ~|A7Vn                 |  26 |   0
1447|HD 33441                           |*  |05 14 38.5863480938 +63 07 36.983576703|     ~| 7.17 | 6.89 |     ~|     ~|F0                   |  10 |   0
1448|HD 33266                           |*  |05 13 02.8146696602 +61 51 00.147632434|     ~| 6.188| 6.167|     ~|     ~|A2III                |  26 |   0
1449|* bet Cam                          |*  |05 03 25.0896309 +60 26 32.089527      | 5.57 | 4.95 | 4.02 | 3.33 | 2.86 |G1Ib                 | 166 |   0
1450|* 11 Cam                           |Be*|05 06 08.4523644964 +58 58 20.548606420| 4.31 | 5.00 | 5.08 |     ~|     ~|B3Ve                 | 202 |   0
1451|* 12 Cam                           |RS*|05 06 12.1360892121 +59 01 16.826053743| 8.110| 7.260| 6.130|     ~|     ~|K0IIIe               | 158 |   0
1452|HD 33924                           |PM*|05 17 27.5831410750 +60 10 53.982055706|     ~| 7.406| 6.952|     ~|     ~|F5                   |  31 |   0
1453|HD 33618                           |*  |05 15 11.4021289930 +59 24 20.476926685|     ~| 7.333| 6.135|     ~|     ~|K2III-IV             |  35 |   0
1454|HD 32356                           |PM*|05 06 29.7114377979 +61 10 11.072517812|     ~| 7.377| 5.994|     ~|     ~|K5II                 |  21 |   0
1455|* 15 Cam                           |Al*|05 19 27.8599562346 +58 07 02.520312879| 5.62 | 6.088| 6.125|     ~|     ~|B5V                  |  61 |   0
1456|* 16 Cam                           |PM*|05 23 27.8419453452 +57 32 39.836407478| 5.150| 5.230| 5.250|     ~| 5.23 |A0Vne                |  56 |   0
1457|HD 33654                           |*  |05 14 44.2726775919 +53 12 50.211652923| 6.280| 6.240| 6.160|     ~|     ~|A0V                  |  44 |   0
1458|HD 169571                          |PM*|18 22 59.6183471215 +46 21 45.553415225|     ~| 7.49 | 7.22 |     ~|     ~|F0                   |   4 |   0
1459|HD 168009                          |PM*|18 15 32.4634579930 +45 12 33.540002210|     ~| 6.931| 6.298|     ~|     ~|G1V                  | 184 |   0
1460|HD 168221                          |*  |18 16 03.2941782117 +50 31 57.611062668|     ~| 7.42 | 7.43 |     ~|     ~|A0                   |   4 |   0
1461|HD 169221                          |SB*|18 21 07.1518887495 +49 43 31.688201831|     ~| 7.492| 6.387|     ~|     ~|K1III                |  15 |   0
1462|HD 169305                          |PM*|18 21 32.6633712 +49 07 17.735643      | 8.65 | 6.71 | 5.05 |     ~|     ~|M2III                |  54 |   0
1463|HD 169028                          |PM*|18 19 56.0623927564 +51 20 52.156643891|     ~| 7.411| 6.299|     ~|     ~|K1III:               |  14 |   0
1464|HD 169487                          |*  |18 22 11.8014597305 +51 32 30.852637997|     ~| 6.97 | 6.84 |     ~|     ~|A2                   |   5 |   0
1465|HD 169885                          |*  |18 23 47.9785342892 +53 18 03.006994410|     ~| 6.512| 6.352|     ~|     ~|A3m                  |  39 |   0
1466|* d Dra                            |*  |18 32 34.5219746437 +57 02 44.141592388|     ~| 5.380| 4.761|     ~|     ~|F8Ib-II              | 132 |   0
1467|HD 172825                          |PM*|18 38 24.3213237517 +60 42 39.793257914|     ~| 7.02 | 6.64 |     ~|     ~|F2                   |  12 |   0
1468|HD 170811                          |PM*|18 27 42.1454575841 +59 32 56.801374966| 8.130| 7.410| 6.420|     ~|     ~|K0IV                 |  16 |   0
1469|HD 172728                          |PM*|18 37 33.5177776135 +62 31 35.659517169| 5.530| 5.690| 5.740|     ~|     ~|A0V                  |  63 |   0
1470|HD 173398                          |PM*|18 40 56.4083143355 +62 44 58.065638016|     ~| 7.086| 6.091|     ~|     ~|K0III                |  34 |   0
1471|HD 172199                          |*  |18 33 56.1725090550 +66 21 24.798376151|     ~| 7.46 | 7.40 |     ~|     ~|A0                   |   3 |   0
1472|* 42 Dra                           |PM*|18 25 59.1383795957 +65 33 48.503958394|     ~| 6.005| 4.823|     ~|     ~|K1.5IIIFe-1          | 134 |   1
1473|HD 171653                          |SB*|18 31 14.8969794273 +65 26 09.680851137| 7.060| 6.930| 6.600|     ~|     ~|A8m                  |  41 |   0
1474|HD 172569                          |PM*|18 36 13.2699273811 +65 29 19.297152128| 6.440| 6.340| 6.060|     ~|     ~|F0V                  |  44 |   0
1475|V* EE Dra                          |a2*|18 58 52.6265049377 +69 31 52.643645693|     ~| 6.353| 6.506|     ~|     ~|B9III                |  84 |   1
1476|HD 174732                          |*  |18 46 45.8488665879 +67 46 17.345807447|     ~| 7.095| 7.141|     ~|     ~|A0                   |   3 |   0
1477|HD 176282                          |*  |18 53 00.9047205449 +71 47 14.022120076|     ~| 7.12 | 6.97 |     ~|     ~|A2                   |   3 |   0
1478|* ups Dra                          |SB*|18 54 23.8581525607 +71 17 49.855620827|     ~| 5.964| 4.814|     ~|     ~|K0IIICN0.5           |  92 |   0
1479|* tau Dra                          |PM*|19 15 32.9788792685 +73 21 19.872611829| 7.15 | 5.70 | 4.45 | 3.55 | 2.97 |K2+IIIbCN1           | 114 |   0
1480|* 50 Dra                           |SB*|18 46 22.2477199308 +75 26 02.235850308|     ~| 5.409| 5.358|     ~|     ~|A1Vn                 |  48 |   0
1481|HD 174980                          |PM*|18 45 46.7679349429 +74 05 07.973719977|     ~| 6.214| 5.244|     ~|     ~|K0II-III             |  37 |   0
1482|HD 177807                          |*  |18 58 37.6134944894 +74 07 58.499776041|     ~| 7.30 | 7.02 |     ~|     ~|F0                   |   5 |   0
1483|HD 178089                          |PM*|18 57 57.1805175697 +77 03 02.963505223| 6.940| 6.950| 6.570|     ~|     ~|F2V                  |  45 |   0
1484|HD 176795B                         |*  |18 53 32.2858718303 +75 47 10.060346645|     ~| 7.39 | 7.35 |     ~|     ~|A2V                  |   7 |   0
1485|HD 176795                          |** |18 53 33.21785 +75 47 14.5417          | 6.340| 6.340| 6.330|     ~|     ~|B9.5IV+A2V           |  24 |   0
1486|* 59 Dra                           |PM*|19 09 09.8793494721 +76 33 37.808283506|     ~| 5.400| 5.107|     ~|     ~|A7V                  | 113 |   1
1487|HD 184102                          |*  |19 21 40.3266395690 +79 36 10.198015998| 6.210| 6.130| 6.060|     ~|     ~|A3V                  |  26 |   0
1488|* 74 Dra                           |PM*|20 29 27.5627153292 +81 05 28.590552003|     ~| 6.88 |     ~| 5.4  |     ~|K0II                 |  51 |   0
1489|HD 195850                          |SB*|20 20 43.7109867640 +82 22 04.974104192|     ~| 7.49 | 7.02 |     ~|     ~|F5IV                 |  27 |   0
1490|* 76 Dra                           |V* |20 42 35.2352281280 +82 31 52.146481320| 5.720| 5.740| 5.750|     ~|     ~|A0V                  |  44 |   0
1491|HD 194375                          |*  |20 14 26.1220631710 +80 31 54.519620605| 6.16 | 6.81 | 6.85 |     ~|     ~|A0                   |  12 |   1
1492|* 75 Dra                           |*  |20 28 14.5826492999 +81 25 21.750073209|     ~| 6.379| 5.368|     ~|     ~|G9III                |  45 |   0
1493|HD 197508                          |*  |20 29 02.9447029439 +83 37 31.487971598| 6.470| 6.340| 6.190|     ~|     ~|A4m                  |  25 |   0
1494|HD 208306                          |PM*|21 44 22.8531146665 +84 02 18.761294321|     ~| 7.40 | 7.14 |     ~|     ~|A5                   |  21 |   0
1495|HD 217382                          |PM*|22 54 24.9562141240 +84 20 46.229043841|     ~| 6.112| 4.684|     ~|     ~|K4III                |  77 |   0
1496|V* V377 Cep                        |dS*|23 24 20.71514 +86 25 04.0443          |     ~| 6.89 | 6.62 |     ~|     ~|F0IV                 |  25 |   1
1497|HD 224687                          |*  |23 59 30.7341527695 +86 42 23.050914425|     ~| 6.80 | 6.74 |     ~|     ~|A0                   |  13 |   0
1498|HD 212710                          |PM*|22 13 10.4452006189 +86 06 28.778095630|     ~| 5.233| 5.258|     ~|     ~|B9.5Vn               |  57 |   0
1499|V* V378 Cep                        |El*|23 31 33.8652216084 +86 10 41.011330863|     ~| 7.26 | 7.09 |     ~|     ~|A5                   |  18 |   0
1500|HD 217157                          |PM*|22 51 03.0578330522 +85 22 25.445800554|     ~| 7.236| 5.891|     ~|     ~|K5                   |   9 |   0
1501|* 2 UMi                            |PM*|01 08 44.8800522 +86 15 25.523975      |     ~| 5.459| 4.225|     ~|     ~|K2III                |  81 |   0
1502|HD 5621                            |** |01 03 39.7898389949 +84 36 24.776968865|     ~| 6.96 | 6.73 |     ~|     ~|F5                   |  14 |   0
1503|HD 12918                           |PM*|02 16 45.5783655310 +83 33 41.082700141|     ~| 7.407| 6.450|     ~|     ~|K0                   |  23 |   0
1504|HD 20084                           |PM*|03 32 20.0972728137 +84 54 39.780531609|     ~| 6.501| 5.609|     ~|     ~|G5IIFe-1CH2Ba1:      |  70 |   0
1505|HD 26012                           |*  |04 20 54.1700404101 +81 58 39.182651783|     ~| 7.50 | 7.45 |     ~|     ~|A0                   |   6 |   0
1506|HR 1230                            |** |04 10 02.74737 +80 41 55.2485          |     ~| 5.675| 5.136|     ~|     ~|G8III+A3.5IV:        |  68 |   0
1507|HD 27133                           |*  |04 29 36.7767398448 +80 55 54.265496339|     ~| 7.27 | 7.15 |     ~|     ~|A2                   |   7 |   0
1508|HD 25904                           |*  |04 17 51.8035925259 +80 32 08.833326913|     ~| 7.34 | 6.38 |     ~|     ~|K0                   |   8 |   0
1509|HD 28985                           |*  |04 45 14.5384521307 +79 39 24.935076855|     ~| 6.671| 6.670|     ~|     ~|A0                   |  11 |   0
1510|HD 26836                           |*  |04 27 02.9317788490 +80 49 26.980692390|     ~| 6.60 | 5.43 |     ~|     ~|G6III:               |  21 |   0
1511|HD 29678                           |PM*|04 48 50.3523340629 +75 56 28.395096511|     ~| 6.225| 5.952|     ~|     ~|A9IV                 |  34 |   0
1512|HD 32230                           |*  |05 10 01.3280547509 +75 40 54.564236010|     ~| 7.34 | 7.27 |     ~|     ~|A0                   |   9 |   0
1513|HD 31590                           |*  |05 04 39.66753 +74 04 01.0401          | 6.090| 6.120| 6.120|     ~|     ~|A1V                  |  36 |   1
1514|V* BN Cam                          |a2*|05 12 22.4376922026 +73 56 48.038196254| 4.970| 5.320| 5.450|     ~|     ~|B9.5VpSi             |  91 |   0
1515|HD 33541                           |*  |05 18 13.2403698387 +73 16 05.153593505| 5.670| 5.790| 5.830|     ~|     ~|A0V                  |  29 |   0
1516|HD 34004                           |*  |05 20 38.2858752413 +71 42 52.957308217|     ~| 7.500| 6.570|     ~|     ~|G5                   |  13 |   0
1517|HD 34886                           |*  |05 26 47.0027372875 +70 13 41.481119456| 7.180| 7.200| 7.200|     ~|     ~|B9                   |  13 |   0
1518|HD 32765                           |*  |05 12 27.0419514695 +72 44 37.110924335|     ~| 7.49 | 7.51 |     ~|     ~|B9                   |   4 |   0
1519|HD 32049                           |*  |05 06 06.0506915768 +68 58 21.283624765|     ~| 7.07 | 6.68 |     ~|     ~|F2                   |  15 |   0
1520|HD 33231                           |PM*|05 14 07.8074855408 +67 28 54.326892698|     ~| 7.26 | 7.13 |     ~|     ~|A0                   |   8 |   0
1521|HD 34200                           |*  |05 20 40.6791861402 +66 44 48.788685689|     ~| 7.31 | 6.38 |     ~|     ~|G5                   |  17 |   0
1522|HD 36194                           |*  |05 34 55.6202537372 +65 02 54.753434184|     ~| 7.38 | 7.29 |     ~|     ~|A2                   |   8 |   0
1523|HD 34255                           |*  |05 20 22.6107989104 +62 39 13.360045869|     ~| 7.327| 5.598|     ~|     ~|K4I                  |  35 |   0
1524|* 17 Cam                           |V* |05 30 10.2021538615 +63 04 01.997335396|     ~| 7.092| 5.407|     ~|     ~|M1III                |  38 |   0
1525|HD 35607                           |*  |05 29 51.5140937419 +60 16 06.876506177|     ~| 6.91 | 6.86 |     ~|     ~|A0                   |  13 |   0
1526|* 18 Cam                           |PM*|05 32 33.8000297147 +57 13 15.857006077| 7.150| 7.040|     ~| 6.1  |     ~|F8V                  |  76 |   0
1527|* 22 Cam                           |SB*|05 39 05.4041639462 +56 21 36.153973520| 7.450| 7.440| 7.050|     ~|     ~|F5                   |  36 |   0
1528|HD 36678                           |V* |05 36 35.2185777463 +54 25 43.163793804|     ~| 7.363| 5.716|     ~|     ~|M0III                |  35 |   0
