C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
1234|* 54 Dra                           |PM*|19 13 55.1178906748 +57 42 18.304484770|     ~| 6.154| 5.003|     ~|     ~|K2III                |  56 |   0
1235|HD 183339                          |*  |19 25 46.7653200308 +58 01 38.351548444| 5.88 | 6.450| 6.594|     ~|     ~|B7IV                 |  74 |   0
1236|HD 186340                          |*  |19 40 13.1966481942 +60 30 25.593857076| 6.800| 6.710| 6.500|     ~|     ~|A5V                  |  28 |   0
1237|HD 189900                          |*  |19 58 28.7262288595 +63 32 02.813845059| 6.250| 6.190| 6.150|     ~|     ~|A3V                  |  20 |   0
1238|HD 191700                          |*  |20 06 59.9855961419 +66 18 28.863817815|     ~| 7.03 | 6.96 |     ~|     ~|A0                   |  12 |   0
1239|* e Dra                            |*  |20 01 28.5441337099 +64 49 15.494753889| 8.64 | 6.83 | 5.27 |     ~|     ~|M1III                |  44 |   0
1240|* 65 Dra                           |*  |20 02 20.2171592557 +64 38 03.908393300| 7.820| 7.180| 6.250|     ~|     ~|G7III:               |  11 |   0
1241|HD 192575                          |*  |20 10 56.9109924638 +68 16 19.970956875| 6.360| 6.990| 6.840|     ~|     ~|B0.5V                |  29 |   0
1242|HD 194681                          |*  |20 22 13.7203178169 +69 30 45.045578408|     ~| 7.42 | 7.26 |     ~|     ~|A3                   |   2 |   0
1243|V* AC Dra                          |LP*|20 20 06.0087366824 +68 52 49.140595314|     ~| 7.14 | 5.55 |     ~|     ~|M4.5-M5III           |  46 |   0
1244|* rho Dra                          |PM*|20 02 49.0726835 +67 52 24.829427      | 7.31 | 5.81 | 4.50 | 3.57 | 2.92 |K2+IIICN1Ca1         |  75 |   0
1245|HD 193664                          |PM*|20 17 31.3282807419 +66 51 13.281593047|     ~| 6.51 |     ~| 5.6  |     ~|G3V                  | 176 |   0
1246|HD 196420                          |*  |20 32 25.1659935693 +70 31 55.533206000|     ~| 6.73 | 6.75 |     ~|     ~|A0                   |   2 |   0
1247|HD 198236                          |*  |20 44 33.0310434025 +69 45 06.524410317| 8.160| 7.460| 6.480|     ~|     ~|G8III                |  14 |   0
1248|HD 204087                          |*  |21 21 58.3382428060 +72 03 33.110984214|     ~| 7.19 | 7.09 |     ~|     ~|A0                   |   3 |   0
1249|HD 201636                          |PM*|21 06 23.3022697326 +71 25 54.467762924|     ~| 6.253| 5.877|     ~|     ~|F3IV                 |  31 |   0
1250|* 79 Dra                           |SB*|21 52 46.9412105280 +73 42 08.169132883|     ~| 6.737| 6.637|     ~|     ~|A2V                  |  18 |   0
1251|HD 212150                          |*  |22 18 20.4294352213 +76 29 16.949228995| 6.550| 6.640| 6.630|     ~|     ~|A1Vn                 |  28 |   0
1252|HD 218466                          |*  |23 06 16.6775958880 +75 34 53.068643444|     ~| 6.83 | 6.81 |     ~|     ~|B9                   |   9 |   0
1253|HD 214035                          |*  |22 32 16.2223557730 +76 13 35.187675244| 5.740| 5.710| 5.700|     ~|     ~|A2V                  |  35 |   0
1254|HD 214710                          |*  |22 37 12.9653089437 +75 22 18.513861799|     ~| 7.359| 5.777|     ~|     ~|M1III                |  24 |   0
1255|HD 221405                          |*  |23 30 34.0575403197 +77 53 38.621093548|     ~| 7.15 | 7.10 |     ~|     ~|A0                   |   9 |   0
1256|HD 221537                          |*  |23 31 39.6803608847 +77 49 10.848490715|     ~| 7.070| 7.037|     ~|     ~|A0                   |  12 |   0
1257|* gam Cep                          |SB*|23 39 20.9015326708 +77 37 56.505477975| 5.190| 4.250|     ~| 2.6  |     ~|K1III-IVCN1          | 548 |   1
1258|HD 223731                          |PM*|23 51 57.6353580086 +77 35 57.744686581|     ~| 6.99 |     ~| 6.3  |     ~|F5V                  |  42 |   0
1259|HD 4666                            |PM*|00 50 56.2533710416 +77 57 12.692631333|     ~| 7.011| 6.751|     ~|     ~|A5                   |  16 |   0
1260|CCDM J00162+7657AB                 |** |00 16 13.94032 +76 57 02.7122          |     ~| 6.323| 6.389|     ~|     ~|B8Vnn                |  64 |   1
1261|BD+76 5A                           |*  |00 16 13.924 +76 57 02.74              |     ~| 6.97 | 7.04 |     ~|     ~|B8V                  |   4 |   0
1262|HD 2589                            |PM*|00 30 55.0785180672 +77 01 09.855585383|     ~| 7.05 |     ~| 5.7  |     ~|K0IV                 |  56 |   0
1263|HD 1359                            |*  |00 18 27.6145716116 +76 16 35.497077905|     ~| 7.13 | 7.18 |     ~|     ~|B9                   |  18 |   0
1264|HD 7732                            |PM*|01 20 19.3974822272 +77 34 14.466593534|     ~| 7.230| 6.318|     ~|     ~|G5III                |  18 |   0
1265|HD 7925                            |PM*|01 21 59.1025464647 +76 14 19.705689392| 6.740| 6.660| 6.380|     ~|     ~|F0IVn                |  16 |   0
1266|HD 12173                           |*  |02 03 10.4505032087 +73 51 02.048509293| 6.430| 6.300| 6.150|     ~|     ~|A5III                |  20 |   1
1267|CCDM J01554+7613AB                 |** |01 55 27.31913 +76 13 28.4194          |     ~| 7.3  | 7.0  |     ~|     ~|A5                   |  21 |   1
1268|* 49 Cas                           |*  |02 05 31.5479263887 +76 06 54.214775743|     ~| 6.17 | 5.22 |     ~|     ~|G8III                |  43 |   0
1269|HD 10971                           |PM*|01 51 48.0424982 +75 35 22.549841      |     ~| 7.42 | 6.94 |     ~|     ~|F5                   |  19 |   0
1270|HD 13222                           |PM*|02 13 21.1459736287 +74 01 39.793861174|     ~| 7.173| 6.261|     ~|     ~|G8III                |  19 |   0
1271|HD 15920                           |*  |02 38 02.0309703169 +72 49 05.710620879|     ~| 6.063| 5.166|     ~|     ~|G8III                |  68 |   0
1272|HD 20273                           |*  |03 20 06.9490041145 +69 43 52.763914056| 6.56 | 6.576| 6.579|     ~|     ~|~                    |  16 |   0
1273|HD 20831                           |PM*|03 26 40.5210996000 +72 12 21.699846023|     ~| 7.35 | 7.12 |     ~|     ~|F0                   |   5 |   0
1274|HD 23662                           |*  |03 51 41.7749451753 +68 30 26.954548578|     ~| 6.236| 6.299|     ~|     ~|B9IVp                |  30 |   0
1275|HD 23005                           |PM*|03 46 00.9392865910 +67 12 05.771238330|     ~| 6.122| 5.782|     ~|     ~|F1IVnn               |  30 |   0
1276|V* BE Cam                          |LP*|03 49 31.2774211916 +65 31 33.556745782| 8.49 | 6.36 | 4.48 | 2.77 | 1.35 |M2II                 | 103 |   0
1277|HD 25425                           |*  |04 06 38.8415332098 +65 31 14.876571529|     ~| 6.294| 6.131|     ~|     ~|A3m                  |  41 |   0
1278|HD 25639                           |SB*|04 07 51.3928568503 +62 19 48.387768120| 6.87 | 7.24 | 6.86 |     ~|     ~|B0III                | 120 |   1
1279|NGC 1502                           |OpC|04 07 50.0 +62 19 54                   |     ~| 7.47 | 6.9  |     ~|     ~|~                    | 169 |   1
1280|V* SZ Cam                          |bL*|04 07 49.2860550827 +62 19 58.627126529| 6.82 | 7.26 | 6.93 |     ~|     ~|O9.5Vn               | 205 |   1
1281|HD 26670                           |*  |04 16 53.5552274677 +61 50 59.971105763| 5.05 | 5.56 | 5.70 |     ~|     ~|B7V                  |  48 |   0
1282|HD 27493                           |*  |04 24 10.0148355719 +62 01 57.176299352|     ~| 7.41 | 7.03 |     ~|     ~|F0                   |  13 |   0
1283|HD 27245                           |PM*|04 21 47.6484162288 +60 44 08.250621774|     ~| 6.896| 5.398|     ~|     ~|M0III                |  30 |   0
1284|HD 28793                           |*  |04 35 43.5351412580 +59 24 02.946815018|     ~| 6.83 | 6.78 |     ~|     ~|A0                   |   8 |   0
1285|HD 28973                           |*  |04 37 32.4187668371 +60 05 25.217741316|     ~| 7.37 | 7.35 |     ~|     ~|A0                   |   5 |   0
1286|HD 28734                           |PM*|04 35 05.3934068295 +57 25 13.369522257| 6.970| 6.950| 6.650|     ~|     ~|F0                   |  12 |   0
1287|HD 29371                           |*  |04 40 49.5395794605 +57 52 46.623971419|     ~| 7.38 | 7.26 |     ~|     ~|B9V                  |  12 |   0
1288|HD 27402                           |PM*|04 22 57.9481129425 +59 36 58.259099394| 6.380| 6.28 | 6.18 |     ~|     ~|A4V                  |  24 |   0
1289|HD 28877                           |PM*|04 36 00.5483464025 +55 30 43.505657928|     ~| 7.41 | 6.91 |     ~|     ~|F8                   |  20 |   0
1290|* 4 Cam                            |** |04 48 00.2736206740 +56 45 25.840991742|     ~| 5.519| 5.275| 5.1  | 5.08 |A3m                  |  75 |   0
1291|HD 30144                           |PM*|04 48 07.0240845196 +55 36 09.402488263| 6.640| 6.620| 6.320|     ~|     ~|F2V                  |  28 |   0
1292|HD 29846                           |*  |04 44 55.0625638895 +52 20 22.844964045|     ~| 6.97 | 6.87 |     ~|     ~|B5                   |  12 |   0
1293|HD 30752                           |*  |04 53 09.7815851345 +52 50 28.156928466| 6.550| 6.460| 6.400|     ~|     ~|A2V                  |  24 |   0
1294|HD 31134                           |*  |04 56 07.0726570262 +52 52 11.042247625| 5.940| 5.830| 5.740|     ~|     ~|A2Vs                 |  37 |   0
1295|HD 31032                           |*  |04 55 10.1562052401 +51 36 16.524816211|     ~| 7.09 | 7.04 |     ~|     ~|A0                   |   5 |   0
1296|HD 31292                           |PM*|04 57 02.5080087018 +49 55 19.465060862| 7.340| 7.340| 6.950|     ~|     ~|F0                   |  21 |   0
1297|HD 32416                           |** |05 05 27.2868119 +46 54 58.963901      |     ~| 7.46 | 6.61 |     ~|     ~|F8                   |  21 |   1
1298|HD 32296                           |PM*|05 04 16.1895892841 +45 46 45.669582877|     ~| 6.73 | 6.51 |     ~|     ~|A2                   |  16 |   0
1299|HD 33542                           |*  |05 13 08.0744236151 +44 34 01.162555307| 6.900| 7.380| 7.340|     ~|     ~|B8                   |  22 |   0
1300|HD 174177                          |*  |18 46 59.0708283566 +46 18 53.718124087|     ~| 6.565| 6.507|     ~|     ~|A2IV                 |  24 |   0
1301|HD 174366                          |** |18 47 40.1333494825 +49 04 29.427029840| 6.740| 6.730| 6.670|     ~|     ~|A1V                  |  28 |   0
1302|HD 174481                          |PM*|18 48 16.0754713630 +48 46 03.194879423| 6.410| 6.330| 6.120|     ~|     ~|A7III                |  29 |   0
1303|HD 173415                          |*  |18 42 50.6370634935 +47 34 30.824982223|     ~| 7.23 | 6.94 |     ~|     ~|A2                   |  13 |   0
1304|HD 175535                          |SB*|18 53 13.5547782565 +50 42 29.784513125|     ~| 5.82 | 4.92 |     ~|     ~|G7IIIaFe-1           |  76 |   0
1305|HD 174981                          |*  |18 50 21.6961927580 +54 18 03.486204482|     ~| 7.32 | 7.45 |     ~|     ~|B9                   |   5 |   0
1306|HD 175225                          |PM*|18 51 34.9220457822 +52 58 30.251981548|     ~| 6.35 |     ~| 5.0  |     ~|G9IVa                | 105 |   0
1307|HD 174237                          |Be*|18 46 43.0889592280 +52 59 16.650319177| 5.06 | 5.80 | 5.90 |     ~|     ~|B3+F5III             | 191 |   0
1308|CCDM J18575+5814AB                 |** |18 57 28.47990 +58 13 30.0883          | 6.590| 6.530| 6.450|     ~|     ~|A2IV                 |  66 |   1
1309|BD+58 1849A                        |*i*|18 57 28.47 +58 13 30.0                |     ~| 6.8  |     ~|     ~|     ~|A2V                  |   6 |   0
1310|ADS 11897 B                        |*i*|18 57 28.4 +58 13 30                   |     ~| 7.4  |     ~|     ~|     ~|A3V                  |   4 |   0
1311|* 48 Dra                           |PM*|18 56 45.0374068948 +57 48 53.352713765|     ~| 6.835| 5.663|     ~|     ~|K1III                |  40 |   0
1312|HD 176409                          |PM*|18 56 55.2156865357 +56 44 57.874928805|     ~| 7.481| 7.130| 8.09 |     ~|F2V                  |  13 |   0
1313|* 49 Dra                           |*  |19 00 43.4557721422 +55 39 29.879760052|     ~| 6.368| 5.513|     ~|     ~|G6IIbFe-0.5          |  51 |   0
1314|HD 181799                          |*  |19 18 11.6593088120 +60 57 36.123951199|     ~| 7.042| 7.133|     ~|     ~|B9                   |   6 |   0
1315|* pi. Dra                          |*  |19 20 40.0933316 +65 42 52.309518      | 4.67 | 4.61 | 4.59 | 4.55 | 4.58 |A0III                |  91 |   0
1316|HD 182308                          |*  |19 19 46.1393125405 +64 23 26.903846031|     ~| 6.413| 6.504|     ~|     ~|A0Ib                 |  91 |   0
1317|HD 190252                          |PM*|19 58 41.8497447381 +70 22 01.023585316|     ~| 7.186| 6.323|     ~|     ~|G8III                |  14 |   0
1318|HD 187340                          |*  |19 44 18.4172583667 +69 20 13.418471570|     ~| 5.952| 5.899|     ~|     ~|A2III                |  33 |   0
1319|V* CN Dra                          |dS*|19 46 44.6830266645 +68 26 16.830275414|     ~| 6.625| 6.331|     ~|     ~|F0III                |  55 |   0
1320|HD 193265                          |*  |20 13 20.7541918924 +72 53 49.478669453|     ~| 7.46 | 7.16 |     ~|     ~|F0                   |   9 |   0
1321|HD 199492                          |*  |20 51 50.2137648017 +74 38 20.692267332|     ~| 7.41 | 7.25 |     ~|     ~|A3n                  |  11 |   0
1322|* 73 Dra                           |a2*|20 31 30.3893892230 +74 57 16.597317688|     ~| 5.271| 5.185|     ~|     ~|A9:VpCrSrEu          | 248 |   1
1323|HD 197665                          |PM*|20 38 05.0866703614 +76 49 59.414657353|     ~| 7.46 | 7.06 |     ~|     ~|F2                   |  28 |   0
1324|HD 203399                          |*  |21 15 42.4483887935 +77 00 44.267269555|     ~| 7.452| 5.898|     ~|     ~|K5III                |  20 |   0
1325|HD 202765                          |*  |21 12 03.8856645669 +76 18 36.630781659|     ~| 6.99 | 7.11 |     ~|     ~|B9                   |   8 |   0
1326|HD 200039                          |PM*|20 54 44.3514373441 +75 55 32.056225231|     ~| 6.939| 5.988|     ~|     ~|G5III                |  27 |   0
1327|HD 202345                          |*  |21 09 35.2299037161 +75 13 40.002864931| 7.560| 7.450| 6.900|     ~|     ~|F5                   |  21 |   0
1328|HD 203516                          |*  |21 15 35.7020879874 +78 35 53.528559391|     ~| 7.45 | 7.42 |     ~|     ~|A0                   |   7 |   0
1329|HD 207803                          |*  |21 45 53.3204616077 +78 13 58.362697206|     ~| 7.15 | 7.17 |     ~|     ~|A0                   |   5 |   0
1330|HD 204408                          |*  |21 22 21.2688640868 +77 05 24.926216558|     ~| 6.628| 6.555|     ~|     ~|A0                   |  10 |   0
1331|* 77 Dra                           |*  |21 05 29.2654809517 +78 07 35.009737340|     ~| 5.828| 5.907|     ~|     ~|B8Vn                 |  62 |   0
1332|* rho01 Cep                        |** |22 26 42.4317442876 +78 47 09.134285811| 6.120| 6.000| 5.840|     ~|     ~|A2Vm                 |  35 |   0
1333|* rho Cep                          |*  |22 29 52.9775215061 +78 49 27.430227867| 5.620| 5.540| 5.460|     ~|     ~|A3V                  |  29 |   0
1334|HD 215730                          |*  |22 43 50.74011 +78 31 05.7396          |     ~| 7.43 | 7.47 |     ~|     ~|A0II-III             |  10 |   1
1335|HD 212937                          |*  |22 23 41.6968357114 +78 14 35.943236993|     ~| 6.721| 6.762|     ~|     ~|B9III                |  21 |   0
1336|HD 217992                          |** |23 01 14.8786205 +80 46 54.442638      |     ~| 6.91 | 6.69 |     ~|     ~|A3                   |  11 |   1
1337|HD 218765                          |*  |23 07 35.1610950674 +80 34 09.917588361|     ~| 7.38 | 7.28 |     ~|     ~|A2                   |   5 |   0
1338|HD 219977                          |*  |23 18 01.4611120496 +79 52 27.586084936|     ~| 7.09 | 6.98 |     ~|     ~|A2                   |   2 |   0
1339|HD 5534                            |PM*|01 00 29.8794274161 +80 32 43.475230976|     ~| 7.044| 6.659|     ~|     ~|F2                   |  19 |   0
1340|HD 2169                            |*  |00 27 07.3815896256 +80 03 07.711154229| 6.110| 6.440| 6.540|     ~|     ~|B9                   |  17 |   0
1341|BD+78 1                            |** |00 09 20.17441 +79 42 52.3636          |     ~| 6.240| 6.047|     ~|     ~|A7IV                 |  84 |   1
1342|BD+78 1B                           |PM*|00 09 20.2659173952 +79 42 53.129721464|     ~| 7.16 | 6.89 |     ~|     ~|A8IV                 |   3 |   0
1343|HD 7505                            |*  |01 19 29.2823345025 +80 53 39.158482876|     ~| 6.697| 6.683|     ~|     ~|A0                   |  18 |   0
1344|HD 6473                            |PM*|01 09 12.1844381283 +80 00 41.694510681| 7.750| 7.170| 6.230|     ~|     ~|~                    |  15 |   0
1345|HD 7238                            |PM*|01 16 30.8766547095 +79 54 36.068818401|     ~| 6.673| 6.261|     ~|     ~|F5Vs                 |  32 |   0
1346|HD 8065                            |sg*|01 23 46.8010712830 +78 43 33.806729424|     ~| 6.411| 6.064|     ~|     ~|B9Iab                |  19 |   0
1347|HD 9899                            |*  |01 40 53.0797628537 +77 58 08.353045035| 6.580| 6.710| 6.740|     ~|     ~|B9                   |  17 |   0
1348|HD 6798                            |PM*|01 12 16.8173485162 +79 40 26.270447928| 5.650| 5.620| 5.600|     ~|     ~|A3V                  |  56 |   0
1349|* 47 Cas                           |PM*|02 05 07.4242273 +77 16 52.824198      |     ~| 5.590| 5.268|     ~|     ~|F0V                  | 104 |   1
1350|HD 12555                           |*  |02 08 56.0650327674 +79 20 45.385177821|     ~| 7.34 | 7.01 |     ~|     ~|F0                   |  12 |   0
1351|HD 13283                           |*  |02 15 56.5504619442 +79 10 45.003831762|     ~| 7.14 | 7.09 |     ~|     ~|A2                   |   5 |   0
1352|HD 12005                           |*  |02 02 57.0292888361 +77 54 58.542269428|     ~| 7.158| 6.046|     ~|     ~|K0                   |  13 |   0
1353|HD 12927                           |*  |02 12 49.9083135 +79 41 29.535933      |     ~| 6.662| 6.445|     ~|     ~|A3                   |  20 |   0
1354|HD 12881                           |SB*|02 12 29.3288601406 +79 41 35.870637676|     ~| 7.406| 7.118|     ~|     ~|kA3hA7mF2+kA3hA7mF2  |  33 |   0
1355|HD 16758                           |*  |02 46 40.1384535010 +75 24 28.935796288|     ~| 7.39 | 7.18 |     ~|     ~|A3                   |   8 |   0
1356|HD 18503                           |*  |03 04 17.0056132032 +75 08 58.333206622|     ~| 7.13 | 7.15 |     ~|     ~|B9                   |  11 |   0
1357|HD 20085                           |*  |03 19 56.8863885155 +75 14 14.994380252|     ~| 7.40 | 7.34 |     ~|     ~|B9                   |   7 |   0
1358|HD 19275                           |PM*|03 11 56.2701604709 +74 23 37.167015930|     ~| 4.878| 4.834|     ~|     ~|A2Vnn                |  46 |   0
1359|HD 21610                           |*  |03 35 12.3128778514 +73 20 48.933629548|     ~| 6.575| 6.562|     ~|     ~|A0Vn                 |  26 |   0
1360|HD 23277                           |SB*|03 49 13.7382975824 +70 52 15.786177055|     ~| 5.489| 5.391|     ~|     ~|kA2hA6VmA7           |  56 |   0
1361|HD 24164                           |PM*|03 56 30.2442307526 +71 49 17.829138919| 6.600| 6.600| 6.300|     ~|     ~|A5m                  |  38 |   0
1362|* gam Cam                          |*  |03 50 21.5089163 +71 19 56.148492      |     ~| 4.655| 4.604|     ~|     ~|A2IVn                |  56 |   0
1363|HD 25274                           |*  |04 06 03.1827231509 +68 40 47.899169157|     ~| 7.414| 5.864|     ~|     ~|K2III                |  27 |   0
1364|HD 28342                           |** |04 33 07.1252283389 +67 37 53.201324065|     ~| 7.10 | 6.95 |     ~|     ~|A2                   |  12 |   0
1365|HD 26669                           |*  |04 17 50.7669073676 +67 05 18.999714067|     ~| 6.86 | 6.90 |     ~|     ~|B8                   |  10 |   1
1366|HD 27022                           |*  |04 20 40.3249776693 +65 08 25.591905111| 6.55 | 6.08 | 5.27 | 4.63 | 4.20 |G4III                | 146 |   0
1367|HD 28780                           |*  |04 36 24.1980831906 +64 15 41.764976323| 5.850| 5.880| 5.910|     ~|     ~|A1V                  |  41 |   0
1368|HD 30685                           |PM*|04 53 39.7402243412 +61 28 54.196587335| 6.970| 6.820| 6.650|     ~|     ~|A2                   |   9 |   0
1369|HD 30244                           |PM*|04 50 10.0430712400 +63 37 31.489874758|     ~| 6.88 | 6.88 |     ~|     ~|A0                   |   6 |   0
1370|HD 29606                           |** |04 43 17.76980 +59 31 16.0964          | 6.820| 6.710| 6.500|     ~|     ~|A7IV                 |  49 |   1
1371|* 5 Cam                            |*  |04 55 03.1335045777 +55 15 32.852978838| 5.460| 5.530| 5.520|     ~|     ~|B9.5V                |  38 |   0
1372|* 7 Cam                            |SB*|04 57 17.1960924 +53 45 07.565405      |     ~| 4.416| 4.433|     ~| 4.39 |A1V                  |  97 |   0
1373|HD 32653                           |*  |05 07 22.2633190753 +50 18 20.204100202| 7.27 | 7.48 | 7.41 |     ~|     ~|B9                   |  14 |   0
1374|HD 32457                           |*  |05 05 54.8277690210 +50 02 45.689018377|     ~| 7.33 | 7.32 |     ~|     ~|B9                   |   8 |   0
1375|HD 32903                           |*  |05 09 04.3946776773 +49 07 18.865148568|     ~| 6.86 | 6.67 |     ~|     ~|A3                   |  10 |   0
1376|* 12 Aur                           |Be*|05 16 27.0824322868 +46 24 57.814505109| 6.39 | 7.06 | 6.95 |     ~|     ~|B2Ve                 |  44 |   0
1377|HD 34533                           |SB*|05 20 39.1618455543 +46 57 49.610958521|     ~| 7.128| 6.547|     ~|     ~|G9III+A2m?           |  32 |   0
1378|* alf Aur                          |SB*|05 16 41.35871 +45 59 52.7693          | 1.33 | 0.88 | 0.08 |-0.52 |-0.96 |G3III:               |1138 |   0
1379|HD 170710                          |*  |18 28 35.6068523397 +46 25 23.773839051|     ~| 7.47 | 7.21 |     ~|     ~|F0                   |   3 |   0
1380|HD 171654                          |*  |18 33 47.6638353109 +46 13 08.949446660|     ~| 6.661| 6.716|     ~|     ~|A0                   |  14 |   0
1381|HD 171461                          |*  |18 32 11.3792441102 +52 06 55.926889615|     ~| 6.504| 6.565|     ~|     ~|B9III                |  33 |   0
1382|HD 171779                          |** |18 33 56.69453 +52 21 12.6567          |     ~| 6.470| 5.380|     ~|     ~|K0III                | 132 |   0
1383|HD 172883                          |*  |18 39 52.8167317105 +52 11 45.911288062|     ~| 5.923| 5.992|     ~|     ~|B9III:               |  51 |   0
1384|* c Dra                            |SB*|18 42 37.9530997 +55 32 22.043388      |     ~| 4.943| 5.026|     ~|     ~|A0IIIpHgMn           | 171 |   0
1385|HD 173920                          |*  |18 44 55.3992434054 +54 53 49.862856017|     ~| 7.088| 6.259|     ~|     ~|G5III                |  31 |   0
1386|HD 173664                          |*  |18 43 29.0134818427 +53 52 18.356007609| 6.390| 6.270| 6.190|     ~|     ~|A2IV                 |  30 |   0
1387|HD 175823                          |*  |18 53 46.3093011008 +57 29 11.602197951|     ~| 7.483| 6.232|     ~|     ~|K5III:               |  16 |   0
1388|CCDM J18443+6103AB                 |** |18 44 18.26544 +61 02 53.3168          |     ~| 7.203| 6.135|     ~|     ~|G7IV                 |  26 |   1
1389|HD 176893                          |*  |18 58 33.8812214693 +60 40 02.338805325|     ~| 6.86 | 6.89 |     ~|     ~|A0                   |   8 |   0
1390|* omi Dra                          |RS*|18 51 12.0946469858 +59 23 18.056735314|     ~| 5.798| 4.636|     ~|     ~|G9IIIFe-0.5          | 205 |   0
1391|HD 175511                          |Be*|18 52 02.2061666699 +59 40 01.334435373|     ~| 6.90 | 6.94 |     ~|     ~|B9                   |  17 |   0
1392|HD 175863                          |Be*|18 53 44.6968115605 +60 01 04.337280815| 6.40 | 6.899| 7.034|     ~|     ~|B4Ve                 |  36 |   0
1393|HD 176668                          |*  |18 57 17.3400536018 +62 23 48.382633497|     ~| 7.42 | 6.49 |     ~|     ~|G6III                |  26 |   0
1394|HD 176598                          |*  |18 56 25.7195566036 +65 15 29.106389019|     ~| 6.565| 5.621|     ~|     ~|G8III                |  47 |   0
1395|* 55 Dra                           |*  |19 09 45.8055975266 +65 58 42.653454723| 6.250| 6.260| 6.260|     ~| 6.23 |A0V                  |  37 |   0
1396|HD 181142                          |*  |19 14 43.4431687063 +65 16 22.109188457|     ~| 7.49 | 7.47 |     ~|     ~|A0                   |   4 |   0
1397|HD 178304                          |*  |19 02 42.9762896163 +68 19 30.605075143|     ~| 7.15 | 7.10 |     ~|     ~|A2                   |   3 |   0
1398|HD 181043                          |** |19 14 03.9158577 +67 06 56.014171      |     ~| 6.92 | 6.85 |     ~|     ~|A2                   |   7 |   0
1399|* del Dra                          |PM*|19 12 33.3019645 +67 39 41.545581      | 4.85 | 4.07 | 3.07 | 2.37 | 1.86 |G9III                | 261 |   0
1400|HD 184958                          |*  |19 31 00.2695811339 +70 59 21.627900360|     ~| 7.486| 6.062|     ~|     ~|K2                   |  11 |   0
1401|* sig Dra                          |PM*|19 32 21.5902990 +69 39 40.234737      | 5.860| 5.460| 4.680| 4.04 | 3.63 |K0V                  | 582 |   0
1402|HD 182689                          |PM*|19 18 56.0033536617 +73 33 03.212278614|     ~| 7.20 | 6.95 |     ~|     ~|A5                   |   5 |   0
1403|HD 192763                          |*  |20 07 58.8588236735 +77 49 27.973918496|     ~| 7.46 | 6.99 |     ~|     ~|F5                   |  17 |   0
1404|* kap Cep                          |*  |20 08 53.3449244738 +77 42 41.090858909|     ~| 4.35 | 4.40 |     ~|     ~|B9III                | 130 |   0
1405|HD 199437                          |V* |20 47 33.4535078202 +80 33 08.132793966|     ~| 6.509| 5.371|     ~|     ~|K1III                |  41 |   0
1406|HD 201998                          |*  |21 03 36.0870853097 +81 09 39.317759128|     ~| 7.20 | 6.95 |     ~|     ~|F0                   |   7 |   0
1407|HD 203398                          |*  |21 13 01.1614615368 +80 48 20.381061145|     ~| 7.45 | 7.36 |     ~|     ~|A0                   |   7 |   0
1408|HD 203501                          |*  |21 13 21.5834564968 +81 13 51.484522303| 6.340| 6.210| 6.120|     ~|     ~|A3IV                 |  23 |   0
1409|HD 205072                          |*  |21 24 49.5509193385 +80 31 29.367676100|     ~| 6.914| 5.965|     ~|     ~|G6III:               |  12 |   0
1410|HD 202900                          |*  |21 11 27.7567315187 +78 58 31.481296086|     ~| 7.16 | 7.13 |     ~|     ~|B3                   |  17 |   0
1411|HD 197637                          |*  |20 36 00.6840541580 +79 25 49.376732290| 6.050| 6.800| 6.940|     ~|     ~|B3                   |  20 |   0
1412|HD 209942                          |PM*|21 58 12.7853754748 +82 52 10.782472154|     ~| 7.43 | 6.98 |     ~|     ~|F6IV-V               |  69 |   1
1413|HD 216446                          |PM*|22 47 29.0612319148 +83 09 13.778790732|     ~| 6.04 | 4.78 |     ~|     ~|K3III                |  49 |   0
1414|* V Cep                            |PM*|23 56 27.8024376012 +83 11 28.022662724| 6.700| 6.640| 6.570|     ~|     ~|A3V                  |  30 |   0
1415|HD 4853                            |PM*|00 54 53.1299204045 +83 42 26.679801026| 5.790| 5.680| 5.590|     ~|     ~|A4V                  |  34 |   0
1416|HD 225019                          |*  |00 02 41.8167223419 +82 58 23.512018827|     ~| 7.39 | 7.28 |     ~|     ~|A0                   |   8 |   0
1417|HD 3440                            |PM*|00 39 47.2481631243 +82 29 37.547525748|     ~| 6.935| 6.389|     ~|     ~|F9V                  |  49 |   0
1418|V* U Cep                           |Al*|01 02 18.4416064122 +81 52 32.080928443|     ~| 6.92 | 6.92 |     ~|     ~|G2III:+B8/9          | 456 |   0
1419|HD 9653                            |*  |01 40 31.6246519734 +81 25 47.352237695|     ~| 7.11 | 7.13 |     ~|     ~|A0                   |  11 |   0
1420|HD 10648                           |*  |01 49 53.06499 +80 53 11.1943          |     ~| 7.15 | 7.11 |     ~|     ~|A0V                  |  38 |   1
1421|HD 12467                           |*  |02 09 25.3080455092 +81 17 45.396392971| 6.260| 6.180| 6.060|     ~|     ~|A1.5V                |  38 |   0
